Common name,Scientific name,Family,Tag,Width,Soil pH,Height,USDA Hardiness zone,Water requirement,Life cycle,Soil type,Light requirement,Utility,Alternate name,Task Recommendations.,vec_0,vec_1,vec_2,vec_3,vec_4,vec_5,vec_6,vec_7,vec_8,vec_9,vec_10,vec_11
Vernicia fordii ,Vernicia fordii,Euphorbiaceae,Nutrient-demanding crop,4.0,6.0 - 7.5,9.0,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Dye, Hedgerow, Rootstock, Wind breaker","Myrobalan plum, newport cherry plum, pissard plum","Plant in well-drained fertile soil with full sun, irrigate moderately during dry spells, apply balanced fertilizer quarterly, mulch to conserve moisture, prune dead or diseased branches, control pests organically, harvest seeds for oil extraction",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Vervain mallow,Malva alcea,Malvaceae,Pollinator attractor,0.5,6.0 - 7.5,1.2,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Dye, Fiber, oil",Hollyhock mallow,"Sow seeds in well-drained fertile soil in spring, thin seedlings to 20 cm spacing, irrigate moderately to maintain moisture, deadhead spent flowers to prolong bloom, mulch to conserve moisture, control powdery mildew",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Walnut ,Juglans regia 'kamaonia',Juglandaceae,Shade provider,12.0,6.0 - 7.0,30.0,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Herbicide, oil, Tannin, Lumber","English walnut, Persian walnut","Plant in deep, well-drained fertile soil with full sun, irrigate regularly during dry spells, apply nitrogen and potassium fertilizer in early spring, mulch to conserve moisture, prune to remove dead or crossing branches, control walnut husk fly, harvest nuts when hulls split",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Water Clover,Marsilea quadrifolia,Marsileaceae,Ground cover,0.2,6.0 - 7.5,0.2,4-8,"Moist, Wet, water",Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade","Ornamental, aquatic plant",European waterclover,"Plant in shallow freshwater wetlands or moist soils with partial shade, maintain water depth of 5-10 cm, propagate by spores or division, control competing aquatic weeds manually, avoid disturbance during growth season",0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273
Wax currant,Ribes cereum,Grossulariaceae,Fruit/seed producer,1.0,6.0 - 7.0,2.4,3-8,"Dry, Moist",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Animal feed, Attracts insects, Hedgerow, Wildlife habitat",Aranyribizli,"Plant in well-drained fertile soil with full sun to partial shade, prune annually in late winter to remove old wood, irrigate during dry periods, mulch heavily to retain moisture, fertilize with balanced fertilizer in early spring, harvest berries when fully ripe, control aphids and fungal diseases",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6363636363636364
White mulberry ,Morus alba,Moraceae,Fruit/seed producer,7.0,5.5 - 6.5,20.0,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Soap, Lumber",Yellow buckeye,"Plant in well-drained fertile soil with full sun, irrigate regularly during dry spells, fertilize annually with balanced fertilizer, prune in late winter to maintain shape, mulch to conserve moisture, control fungal diseases, harvest fruit when fully ripe",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45454545454545453
White Prairie Clover,Dalea candida,Fabaceae or leguminosae,Nitrogen fixer,0.5,6.0 - 7.0,0.7,3-7,"Dry, Moist",Perennial,"Light (sandy), Medium",Full sun,Nitrogen fixer,White prairie clover,"Plant in well-drained sandy or rocky soil with full sun, inoculate roots with nitrogen-fixing bacteria, irrigate sparingly once established, prune to maintain shape after flowering, mulch to conserve moisture, propagate by seed or cuttings, control pests organically",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6363636363636364
White Sapote ,Casimiroa edulis,Rutaceae,Fruit/seed producer,6.0,6.0 - 7.5,16.0,8-11,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Lumber, Pest control","Mexican apple, white sapote or casimiroa edulis other names: casimiroa, white sapote, matasano, mexican apple, zapote","Plant in well-drained fertile soil with full sun, irrigate deeply during dry spells, apply balanced fertilizer quarterly, mulch to conserve moisture, prune to remove dead or crossing branches, control fruit flies, harvest fruits when mature and fragrant",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
White-Flowered Currant ,Ribes laxiflorum,Grossulariaceae,Fruit/seed producer,1.5,5.5 - 7.0,0.3,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Edible berries, wildlife habitat",Trailing black currant,"Plant in moist, well-drained acidic soil with partial shade, prune annually in late winter to remove old wood, irrigate during dry spells, mulch heavily to retain moisture, fertilize in early spring, control aphids and fungal diseases, harvest berries when fully ripe",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5454545454545454
Wild Cabbage ,Brassica oleracea,Brassicaceae or cruciferae,Culinary vegetable,1.2,6.0 - 7.5,1.2,6-9,Moist,"Biennial, Perennial","Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",Dynamic accumulator,"Broccoli, tronchuda cabbage, brussels sprouts, kohlrabi, sprouting broccoli","Sow seeds in cool season in fertile, well-drained soil, thin seedlings to 30-45 cm spacing depending on variety, irrigate consistently to avoid stress, apply nitrogen-rich fertilizer every 3 weeks, harvest heads or leaves before flowering, mulch to suppress weeds, control cabbage worms and aphids",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Wild Ginger ,Asarum caudatum,Aristolochiaceae,Shade-tolerant crop,0.3,5.5 - 6.5,0.1,6-10,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Partial sun/shade, Full shade","Ground cover, Fragrance",British columbia wildginger,"Plant in shaded, moist, well-drained woodland soil, mulch heavily with leaf litter, maintain consistent moisture, propagate by rhizome division in early spring, protect from direct sunlight, control slugs and snails, avoid waterlogging",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.45454545454545453
Wild Senna ,Senna hebecarpa,Fabaceae or leguminosae,Nitrogen fixer,2.0,5.5 - 7.5,2.0,8-11,"Dry, Moist",Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Attracts insects, Hedgerow, Wind breaker, Attracts hummingbirds",Escallonia (no widely used alternate common names),"Plant in well-drained sandy or loamy soil with full sun, irrigate moderately during dry spells, prune after flowering to maintain shape, mulch to conserve moisture, propagate by seed scarification, control aphids, tolerate drought",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Willow Herb,Epilobium angustifolium,Onagraceae,Fast grower,1.0,5.5 - 7.5,2.0,3-7,"Dry, Moist",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Fiber, textiles, Fire starter, Wind breaker","Rose bay, Fireweed, Great willowherb, French willow, Almaruat, Kaporuski, Vrbolika, Chamaenerion angustifolium","Sow seeds in moist, well-drained soil in early spring, thin seedlings to 15 cm spacing, irrigate regularly to maintain moisture, mulch with organic matter, propagate by division, deadhead spent flowers to prolong bloom, control aphids and fungal diseases",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6363636363636364
Winged Bean,Psophocarpus tetragonolobus,Fabaceae or leguminosae,Nitrogen fixer,0.6,6.0 - 7.0,2.0,8-12,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Cover crop, oil, Soil reclamation, Nitrogen fixer","Betlanei, charfakia, chipir, dambala, dara-dhambala, fava de cavalo, fogiolo quadrato, four angled bean, goa bean, goabohne, kacang botor, kachang belimbing, kachang botol, kachang botor, kechipir, kecipir, manilla bean, pois asperge, prapiey chrung, samporong, sbai daograng, sem, shikakumame, si jiang dou, sigarilyas, sikaku mame, su-ling dou, sz kok tau, thua phuu, thua pu, tua pu, asparagus bean|dara dambala, asparagus-pea, calamismis, four-angle-bean, goa bean, goa-bean, goabohne, goaböna, hane-mi-sasage, pois carré, princess-pea, shikaku-mame, winged bean, winged pea, winged-bean","Sow seeds in warm, well-drained soil after last frost, inoculate seeds with rhizobium for nitrogen fixation, thin seedlings to 30 cm spacing, provide trellis support, irrigate regularly during flowering and pod development, apply phosphorus-rich fertilizer at planting, harvest pods young and tender",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Winter Squash,Cucurbita maxima,Cucurbitaceae,Climber/vine,1.0,6.0 - 7.5,0.6,2-11,Moist,Annual,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Cosmetic, oil",Hokkaido,"Sow seeds directly in warm, well-drained soil after last frost, thin seedlings to 90 cm spacing, irrigate deeply once per week, apply balanced fertilizer monthly, mulch to conserve moisture, control squash bugs, harvest fruits when mature but still firm",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Winter's bark ,Drimys winteri,Winteraceae,Pest repellent,5.0,6.0 - 7.5,9.0,4-8,Moist,Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade","Adhesive, Dye, Gum, oil, Lumber, Espalier",Common apricot,"Plant in well-drained acidic soil with partial shade, irrigate regularly to maintain moisture, mulch with organic matter, prune dead or damaged branches in late winter, propagate by seed or cuttings, protect from frost, control scale insects",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273
Witch hazel,Hamamelis virginiana,Hamamelidaceae,Pest repellent,4.0,6.0 - 7.0,6.0,5-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",Lumber,Common medlar,"Plant in moist, well-drained acidic soil with partial shade, irrigate regularly to maintain moisture, mulch with leaf litter, prune after flowering to maintain shape, propagate by seed or cuttings, control aphids and fungal diseases",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6363636363636364
Withania somnifera,Withania somnifera,Solanaceae,Pest repellent,1.5,6.0 - 7.5,1.0,10-12,Moist,"Annual, Perennial","Light (sandy), Medium, Heavy (clay)",Full sun,Soap,"Withania, Aksan, Ashwagandha, Cheese tree, Gisewa, Indian ginseng, Karama anta, Kuaak, Kuak, Kuthmithi, Winter cherry, Zafua, 'ubab, 'ubâb, A sh a ga n dha, Achuvagandi, Acuvakanthi, Agol, Ahan, Ajagandha, Aksan, Aksin, Amukkara in tamil, Amukkaram kizargu, Amukkaramkizangu, Amukkara (root), Amukkara ki?a?ku, Amukkira, Amukkram, Amukkuram, Amukkuran, Angarberu, Asagand, Asagandh, Asagandh nagori, Asagandha, Asan, Asana, Asgand, Asgand asgand nagori, Asgandh, Asgandh nagori, Asgandha, Asgandnagar, Asganhisrol, Asgvagandha, Ashuvagandhi, Ashvaganadha, Ashvagandba, Ashvagandha, Ashvakandika, Ashwaganda, Ashwagandha, Ashwagandha root, Ashwaganha, Ashwahandha, Askagandha, Askagandha as'vagandha, Askandha, Askandhatilli, Asoda, Asugandha, Asun, Asundha, Asunyho, Asuvagandi, Asvagandha, Asvagandhi, Aswagandha, Aswal, Aswgandh, Asvagandha (root), Babu, Bitterappeliefie, Bofepha, Bouzidân, Bufera somnifera, Bâibru, Cheparusiot, Chepepterekiat, Cherry winter, Coqueret sommnifere, Coqueret somnifère, Dambarico, Duffhro, E-gaddy, Emotoe, Erva moura sonífera, Foakapoaka, Fuqqueish, Gandhrapatri, Ghoda, Ghodakun, Ghodasan, Ginseng indiano, Girbah, Gisawa, Gizara, Gizawa, Gizewa, Hayagandha, Hayagandhã, Heilkraut, Hidi-budawa, Hidigaga, Hindib, Hirchil, Hiremaddina- gida, Hiremaddina-gadday, Hiremaddina-gaddy, Hiremaddina-gida, Hirenaddina-hire-gadday, Idi, Idigaga, Indian ginseng, Isgand, Juustumari, Kabarra, Kakani hindi, Kakanj hindi, Kaknaj-e-hindi, Kaknja-e-hindi, Kanaje hindi, Kanchuki, Khasraqul, Kilangee, Kipkogai, Kuvia, Labotwit, Lakri, Leekurun, Lesayet, Lopotwo, Malagueta de galinha, Merjan, Mgeda, Mhulapori, Moferangopa, Morgan, Mosala-marupi, Mpwa, Mtemua shamba, Mtemua shimba, Murambae, Nhulapori, Ofuyaendwa, Ol asajet, Olasaiyet, Oroval, Orval, Oshilumembodi, Otjindumbu, Ouartinni, Palashaparni, Penneroogadda, Penneru, Pennerugadda, Pevette, Poc poc sauvage, Poc-poc sauvage, Poison gooseberry, Pontadeira, Punir, Radix withaniae, Samm al ferakh, Samm al-far, Samoah, Samwah, Schlafbeere, Sebbere-gola, Senn-el-far, Serran, Sim-alfirakh, Simm el ferakh, Sum-ul-far, Sum-ul-firakh, Tatdra, Tchintueumbuo, Techil, Ti-poc-poc, Ubab, Ubub, Ubuvimba, Ubuvuma, Umuhire, Umuire, Umuvimba, Uva caneça, U’beb, Vajigandha, Varahapatri, Vimhepe, Virenaddlinagadda, Winter cherry, Winter cherry|amukkara, Winter chirry, Winter-cherry, Witania, Withania, Withania somnifera root, Withania somnifera root for use in thmp, Xharkhardii, Xoxoriko, Za'o|'o, ||auemas, ||auhaib","Sow seeds in well-drained fertile soil in spring, thin seedlings to 30 cm spacing, irrigate moderately to maintain moisture, apply phosphorus-rich fertilizer at planting, mulch to conserve moisture, harvest roots and leaves at maturity, control aphids and spider mites",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
Withania somnifera ,Withania somnifera,Solanaceae,Pest repellent,1.5,5.5 - 6.5,1.8,4-8,"Dry, Moist",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Animal feed, Attracts insects, Hedgerow, Poultry forage, Dye, Wildlife habitat",Squaw currant,"Sow seeds in well-drained fertile soil in spring, thin seedlings to 30 cm spacing, irrigate moderately to maintain moisture, apply phosphorus-rich fertilizer at planting, mulch to conserve moisture, harvest roots and leaves at maturity, control aphids and spider mites",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45454545454545453
Wood sedge,Carex sylvatica,Cyperaceae,Ground cover,0.5,5.5 - 7.0,0.6,3-8,"Moist, Wet",Perennial,"Medium, Heavy (clay)","Full sun, Partial sun/shade","textiles, Ground cover","Wood-sedge, sedge, european woodland sedge","Plant in moist, well-drained woodland soil with partial shade, maintain consistent moisture, mulch with leaf litter, propagate by division, prune dead foliage after flowering, control slugs and snails, avoid waterlogging",0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5454545454545454
Wormwood,Artemisia tilesii,Asteraceae or compositae,Pest repellent,1.0,6.0 - 7.5,2.0,10-12,"Dry, Moist",Perennial,"Light (sandy), Medium",Full sun,"Filter, Cover crop, Gum, Nitrogen fixer","Cluster bean, cluster bean or guar (cyamopsis tetragonoloba) also known as: bakuchi, bavachi gowar, chavalikayi in kannada, dridhabija, javalikaayi, gawar, gawaar (sindhi), goraksha, gorani, gorchikuda, gorikayi, goruchikkudu kaya or gokarakaya in telugu, gowar, guwar, gwaar ki phalli, kotthavarai in tamil, kothaveray, kulti, kuwara, phalini","Plant in well-drained sandy or loamy soil with full sun, irrigate sparingly once established, prune after flowering to maintain shape, mulch to conserve moisture, propagate by seed or cuttings, control aphids, tolerate cold climates",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7272727272727273
Wyethia mollis,Wyethia mollis,Asteraceae or compositae,Pollinator attractor,0.75,6.0 - 7.0,1.0,7-10,Moist,Perennial,"Light (sandy), Medium",Full sun,Ornamental,Woolly mule-ears,"Plant in well-drained fertile soil with full sun, irrigate moderately during dry spells, mulch to conserve moisture, propagate by seed or division, deadhead spent flowers, control aphids",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6363636363636364
Yam ,Dioscorea deltoidea,Dioscoreaceae,Climber/vine,1.0,5.5 - 6.5,3.0,9-11,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Pest control, Soap",Yam (note: many Dioscorea species called yam),"Plant tubers in well-drained fertile soil with full sun to partial shade, maintain consistent moisture, mulch to conserve moisture, propagate by tuber division, harvest tubers after foliage dies back, control pests organically",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45454545454545453
Yampa,Perideridia gairdneri,Apiaceae or umbelliferae,Culinary vegetable,0.5,6.0 - 7.0,1.2,4-8,"Dry, Moist, Wet",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",Edible tuber,"Gardner's yampah, common yampah","Plant in moist, well-drained soils with partial shade, propagate by seed or division, irrigate regularly to maintain moisture, mulch to conserve moisture, harvest roots in late summer, control competing vegetation",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6363636363636364
Yarrow,Achillea millefolium,Asteraceae or compositae,Pest repellent,1.0,5.5 - 7.0,1.2,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",Cosmetic,"European gooseberry, american gooseberry, cu li, egres, fuge, gigadze, groseille a maquareau, groseillier, grosella blanca, grosellero, kikerberi, kryhovnik, maru suguri, stachelbeere, uva spina","Sow seeds in well-drained fertile soil in spring, thin seedlings to 20 cm spacing, irrigate moderately to maintain moisture, deadhead spent flowers to prolong bloom, mulch to conserve moisture, propagate by division, control aphids",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5454545454545454
Yellow buckeye ,Aesculus flava,Hippocastanaceae,Shade provider,17.0,6.0 - 7.5,20.0,3-9,"Dry, Moist",Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Animal feed, Gum, Soil reclamation, Tannin, Lumber, Fragrance","Thorny locust, honey locust","Plant in deep, well-drained fertile soil with full sun to partial shade, irrigate regularly during dry spells, mulch to conserve moisture, prune dead or damaged branches in late winter, propagate by seed, control leaf miners and scale insects",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
Yellow Salsify ,Tragopogon dubius,Asteraceae or compositae,Nutrient-demanding crop,0.5,6.0 - 7.5,1.0,4-8,Moist,"Annual, Perennial","Light (sandy), Medium, Heavy (clay)",Full sun,Edible roots and leaves,"Western salsify, yellow goatsbeard","Sow seeds in well-drained fertile soil in spring, thin seedlings to 15 cm spacing, irrigate moderately to maintain moisture, mulch to conserve moisture, harvest roots before flowering, control aphids",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
